"name_age","match_name","full_name","marathon","year","date","time","time_minutes","vaporfly"
"Joseph Elsakr (M28)","JOSEPH ELSAKR","JOSEPH ELSAKR","Cal Intl Marathon",2018,"2018-12-02","2:21:51",141.85,TRUE
"Nick Arciniaga (M35)","NICK ARCINIAGA","NICK ARCINIAGA","Cal Intl Marathon",2018,"2018-12-02","2:23:46",143.766666666667,FALSE
"Jonathan Mott (M31)","JONATHAN MOTT","JONATHAN MOTT","Cal Intl Marathon",2018,"2018-12-02","2:24:22",144.366666666667,FALSE
"Crosby Freeman (M34)","CROSBY FREEMAN","CROSBY FREEMAN","Cal Intl Marathon",2018,"2018-12-02","2:26:20",146.333333333333,FALSE
"Matthew Williams (M31)","MATTHEW WILLIAMS","MATTHEW WILLIAMS","Cal Intl Marathon",2018,"2018-12-02","2:28:09",148.15,FALSE
"Mason Frank (M29)","MASON FRANK","MASON FRANK","Cal Intl Marathon",2018,"2018-12-02","2:43:55",163.916666666667,TRUE
"Elisha Barno (M34)","ELISHA BARNO","ELISHA BARNO","Cal Intl Marathon",2019,"2019-12-08","2:13:36",133.6,TRUE
"Patrick Smyth (M33)","PATRICK SMYTH","PATRICK SMYTH","Cal Intl Marathon",2019,"2019-12-08","2:13:48",133.8,TRUE
"Zachary Hine (M32)","ZACHARY HINE","ZACHARY HINE","Cal Intl Marathon",2019,"2019-12-08","2:16:36",136.6,TRUE
"Joseph Moore (M36)","JOE MOORE","JOSEPH MOORE","Cal Intl Marathon",2019,"2019-12-08","2:17:27",137.45,TRUE
"Andy Williams (M32)","ANDY WILLIAMS","ANDY WILLIAMS","Cal Intl Marathon",2019,"2019-12-08","2:17:49",137.816666666667,TRUE
"Patrick Rizzo (M36)","PATRICK RIZZO","PATRICK RIZZO","Cal Intl Marathon",2019,"2019-12-08","2:17:53",137.883333333333,TRUE
"Charlie Hurt (M36)","CHARLIE HURT","CHARLIE HURT","Cal Intl Marathon",2019,"2019-12-08","2:18:30",138.5,TRUE
"Adam Bohach (M35)","ADAM BOHACH","ADAM BOHACH","Cal Intl Marathon",2019,"2019-12-08","2:20:18",140.3,TRUE
"Matt Hensley (M32)","MATT HENSLEY","MATT HENSLEY","Cal Intl Marathon",2019,"2019-12-08","2:20:26",140.433333333333,TRUE
"Benjamin Zywicki (M31)","BENJAMIN P. ZYWICKI","BENJAMIN ZYWICKI","Cal Intl Marathon",2019,"2019-12-08","2:22:39",142.65,TRUE
"Eric Noel (M32)","ERIC NOEL","ERIC NOEL","Cal Intl Marathon",2019,"2019-12-08","2:24:51",144.85,FALSE
"Matt Barrett (M33)","MATT BARRETT","MATT BARRETT","Cal Intl Marathon",2019,"2019-12-08","2:26:14",146.233333333333,TRUE
"Max King (M39)","MAX KING","MAX KING","Cal Intl Marathon",2019,"2019-12-08","2:26:42",146.7,FALSE
"Dickson Chumba (M)","DICKSON CHUMBA","DICKSON CHUMBA","Chicago Marathon",2015,"2015-10-11","2:09:25",129.416666666667,FALSE
"Sammy Kitwara (M)","SAMMY KITWARA","SAMMY KITWARA","Chicago Marathon",2015,"2015-10-11","2:09:50",129.833333333333,FALSE
"Sammy Ndungu (M)","SAMMY NDUNGU","SAMMY NDUNGU","Chicago Marathon",2015,"2015-10-11","2:10:06",130.1,FALSE
"Girmay Birhanu Gebru (M)","GIRMAY BIRHANU GEBRU","GIRMAY BIRHANU GEBRU","Chicago Marathon",2015,"2015-10-11","2:10:07",130.116666666667,FALSE
"Luke Puskedra (M)","LUKE PUSKEDRA","LUKE PUSKEDRA","Chicago Marathon",2015,"2015-10-11","2:10:24",130.4,FALSE
"Wesley Korir (M)","WESLEY KORIR","WESLEY KORIR","Chicago Marathon",2015,"2015-10-11","2:10:39",130.65,FALSE
"Elkanah Kibet (M)","ELKANAH KIBET","ELKANAH KIBET","Chicago Marathon",2015,"2015-10-11","2:11:31",131.516666666667,FALSE
"Lucas Rotich (M)","LUCAS ROTICH","LUCAS ROTICH","Chicago Marathon",2015,"2015-10-11","2:13:39",133.65,FALSE
"Abera Kuma (M)","ABERA KUMA","ABERA KUMA","Chicago Marathon",2015,"2015-10-11","2:13:44",133.733333333333,FALSE
"Fernando Cabada (M)","FERNANDO CABADA","FERNANDO CABADA","Chicago Marathon",2015,"2015-10-11","2:15:36",135.6,FALSE
"Liam Adams (M)","LIAM ADAMS","LIAM ADAMS","Chicago Marathon",2015,"2015-10-11","2:16:29",136.483333333333,FALSE
"Malcolm Richards (M)","MALCOLM RICHARDS","MALCOLM RICHARDS","Chicago Marathon",2015,"2015-10-11","2:16:41",136.683333333333,FALSE
"Scott Wietecha (M)","SCOTT WIETECHA","SCOTT WIETECHA","Chicago Marathon",2015,"2015-10-11","2:17:02",137.033333333333,FALSE
"Rob Watson (M)","ROB WATSON","ROB WATSON","Chicago Marathon",2015,"2015-10-11","2:17:21",137.35,FALSE
"Tony Migliozzi (M)","TONY MIGLIOZZI","TONY MIGLIOZZI","Chicago Marathon",2015,"2015-10-11","2:17:44",137.733333333333,FALSE
"Chris Lemon (M)","CHRIS LEMON","CHRIS LEMON","Chicago Marathon",2015,"2015-10-11","2:18:06",138.1,FALSE
"Zach Ripley (M)","ZACH RIPLEY","ZACH RIPLEY","Chicago Marathon",2015,"2015-10-11","2:18:26",138.433333333333,FALSE
"Scott Macpherson (M)","SCOTT MACPHERSON","SCOTT MACPHERSON","Chicago Marathon",2015,"2015-10-11","2:18:34",138.566666666667,FALSE
"Ethan Shaw (M)","ETHAN SHAW","ETHAN SHAW","Chicago Marathon",2015,"2015-10-11","2:19:33",139.55,FALSE
"Patrick Geoghegan (M)","PATRICK GEOGHEGAN","PATRICK GEOGHEGAN","Chicago Marathon",2015,"2015-10-11","2:19:38",139.633333333333,FALSE
"Satoshi Yoshii (M)","SATOSHI YOSHII","SATOSHI YOSHII","Chicago Marathon",2015,"2015-10-11","2:20:33",140.55,FALSE
"Shogo Kanezane (M)","SHOGO KANEZANE","SHOGO KANEZANE","Chicago Marathon",2015,"2015-10-11","2:20:40",140.666666666667,FALSE
"Adam Bohach (M)","ADAM BOHACH","ADAM BOHACH","Chicago Marathon",2015,"2015-10-11","2:20:58",140.966666666667,FALSE
"Cesar Lizano (M)","CESAR LIZANO","CESAR LIZANO","Chicago Marathon",2015,"2015-10-11","2:21:09",141.15,FALSE
"Kevin Havel (M)","KEVIN HAVEL","KEVIN HAVEL","Chicago Marathon",2015,"2015-10-11","2:21:57",141.95,FALSE
"Donovan Fellows (M)","DONOVAN FELLOWS","DONOVAN FELLOWS","Chicago Marathon",2015,"2015-10-11","2:22:05",142.083333333333,FALSE
"Tyler Jermann (M)","TYLER JERMANN","TYLER JERMANN","Chicago Marathon",2015,"2015-10-11","2:22:26",142.433333333333,FALSE
"Andy Williams (M)","ANDY WILLIAMS","ANDY WILLIAMS","Chicago Marathon",2015,"2015-10-11","2:22:54",142.9,FALSE
"Brandon Mull (M)","BRANDON MULL","BRANDON MULL","Chicago Marathon",2015,"2015-10-11","2:22:54",142.9,FALSE
"Mohamed Hrezi (M)","MOHAMED HREZI","MOHAMED HREZI","Chicago Marathon",2015,"2015-10-11","2:23:14",143.233333333333,FALSE
"Ryan McGuire (M)","RYAN MCGUIRE","RYAN MCGUIRE","Chicago Marathon",2015,"2015-10-11","2:23:18",143.3,FALSE
"Ramiro Guillen (M)","RAMIRO GUILLEN","RAMIRO GUILLEN","Chicago Marathon",2015,"2015-10-11","2:23:33",143.55,FALSE
"Christopher Pannone (M)","CHRISTOPHER PANNONE","CHRISTOPHER PANNONE","Chicago Marathon",2015,"2015-10-11","2:23:38",143.633333333333,FALSE
"Matt Barrett (M)","MATT BARRETT","MATT BARRETT","Chicago Marathon",2015,"2015-10-11","2:23:43",143.716666666667,FALSE
"Nick Edinger (M)","NICK EDINGER","NICK EDINGER","Chicago Marathon",2015,"2015-10-11","2:28:20",148.333333333333,FALSE
"Abel Kirui (M34)","ABEL KIRUI","ABEL KIRUI","Chicago Marathon",2016,"2016-10-09","2:11:23",131.383333333333,FALSE
"Dickson Chumba (M29)","DICKSON CHUMBA","DICKSON CHUMBA","Chicago Marathon",2016,"2016-10-09","2:11:26",131.433333333333,FALSE
"Gideon Kipketer (M23)","GIDEON KIPKETER","GIDEON KIPKETER","Chicago Marathon",2016,"2016-10-09","2:12:20",132.333333333333,FALSE
"Paul Lonyangata (M24)","PAUL LONYANGATA","PAUL LONYANGATA","Chicago Marathon",2016,"2016-10-09","2:13:17",133.283333333333,FALSE
"Stephen Sambu (M28)","STEPHEN SAMBU","STEPHEN SAMBU","Chicago Marathon",2016,"2016-10-09","2:13:35",133.583333333333,FALSE
"Abayneh Ayele (M28)","ABAYNEH AYELE","ABAYNEH AYELE","Chicago Marathon",2016,"2016-10-09","2:13:52",133.866666666667,FALSE
"Takuya Fukatsu (M28)","TAKUYA FUKATSU","TAKUYA FUKATSU","Chicago Marathon",2016,"2016-10-09","2:13:53",133.883333333333,FALSE
"Diego Estrada (M26)","DIEGO ESTRADA","DIEGO ESTRADA","Chicago Marathon",2016,"2016-10-09","2:13:56",133.933333333333,FALSE
"Koji Gokaya (M28)","KOJI GOKAYA","KOJI GOKAYA","Chicago Marathon",2016,"2016-10-09","2:14:34",134.566666666667,FALSE
"Elkanah Kibet (M30)","ELKANAH KIBET","ELKANAH KIBET","Chicago Marathon",2016,"2016-10-09","2:16:37",136.616666666667,FALSE
"Tim Young (M29)","TIMOTHY YOUNG","TIM YOUNG","Chicago Marathon",2016,"2016-10-09","2:16:43",136.716666666667,FALSE
"Andrew Epperson (M25)","ANDREW EPPERSON","ANDREW EPPERSON","Chicago Marathon",2016,"2016-10-09","2:16:54",136.9,FALSE
"Scott Overall (M33)","SCOTT OVERALL","SCOTT OVERALL","Chicago Marathon",2016,"2016-10-09","2:18:21",138.35,FALSE
"Ryoichi Matsuo (M25)","RYOICHI MATSUO","RYOICHI MATSUO","Chicago Marathon",2016,"2016-10-09","2:18:50",138.833333333333,FALSE
"Tony Migliozzi (M27)","TONY MIGLIOZZI","TONY MIGLIOZZI","Chicago Marathon",2016,"2016-10-09","2:19:39",139.65,FALSE
"Tom Anderson (M26)","TOM ANDERSON","TOM ANDERSON","Chicago Marathon",2016,"2016-10-09","2:19:52",139.866666666667,FALSE
"Daniel Wallis (M28)","DANIEL WALLIS","DANIEL WALLIS","Chicago Marathon",2016,"2016-10-09","2:19:56",139.933333333333,FALSE
"Micah Kogo (M30)","MICAH KOGO","MICAH KOGO","Chicago Marathon",2016,"2016-10-09","2:20:03",140.05,FALSE
"Luke Puskedra (M26)","LUKE PUSKEDRA","LUKE PUSKEDRA","Chicago Marathon",2016,"2016-10-09","2:20:18",140.3,FALSE
"Jonathan Mott (M29)","JONATHAN MOTT","JONATHAN MOTT","Chicago Marathon",2016,"2016-10-09","2:20:22",140.366666666667,FALSE
"David Nilsson (M29)","DAVID NILSSON","DAVID NILSSON","Chicago Marathon",2016,"2016-10-09","2:20:25",140.416666666667,FALSE
"Meng-Tsung Chu (M34)","MENG-TSUNG CHU","MENG-TSUNG CHU","Chicago Marathon",2016,"2016-10-09","2:21:02",141.033333333333,FALSE
"Kiya Dandena (M27)","KIYA DANDENA","KIYA DANDENA","Chicago Marathon",2016,"2016-10-09","2:22:14",142.233333333333,FALSE
"Mizael Carrera (M25)","MIZAEL CARRERA","MIZAEL CARRERA","Chicago Marathon",2016,"2016-10-09","2:22:25",142.416666666667,FALSE
"Kazuya Ishida (M32)","KAZUYA ISHIDA","KAZUYA ISHIDA","Chicago Marathon",2016,"2016-10-09","2:23:02",143.033333333333,FALSE
"Connor Mcmillan (M20)","CONNOR MCMILLAN","CONNOR MCMILLAN","Chicago Marathon",2016,"2016-10-09","2:23:28",143.466666666667,FALSE
"Travis Morrison (M24)","TRAVIS MORRISON","TRAVIS MORRISON","Chicago Marathon",2016,"2016-10-09","2:23:30",143.5,FALSE
"Dustin Emerick (M27)","DUSTIN EMERICK","DUSTIN EMERICK","Chicago Marathon",2016,"2016-10-09","2:23:58",143.966666666667,FALSE
"Andy Williams (M29)","ANDY WILLIAMS","ANDY WILLIAMS","Chicago Marathon",2016,"2016-10-09","2:24:35",144.583333333333,FALSE
"Michael Wardian (M42)","MICHAEL WARDIAN","MICHAEL WARDIAN","Chicago Marathon",2016,"2016-10-09","2:32:02",152.033333333333,FALSE
"Jose Madera (M25)","JOSE MADERA","JOSE MADERA","Chicago Marathon",2016,"2016-10-09","2:35:42",155.7,FALSE
"Galen Rupp (M31)","GALEN RUPP","GALEN RUPP","Chicago Marathon",2017,"2017-10-08","2:09:20",129.333333333333,TRUE
"Abel Kirui (M35)","ABEL KIRUI","ABEL KIRUI","Chicago Marathon",2017,"2017-10-08","2:09:48",129.8,TRUE
"Bernard Kipyego (M31)","BERNARD KIPYEGO","BERNARD KIPYEGO","Chicago Marathon",2017,"2017-10-08","2:10:23",130.383333333333,NA
"Stephen Sambu (M29)","STEPHEN SAMBU","STEPHEN SAMBU","Chicago Marathon",2017,"2017-10-08","2:11:07",131.116666666667,TRUE
"Aaron Braun (M30)","AARON BRAUN","AARON BRAUN","Chicago Marathon",2017,"2017-10-08","2:13:41",133.683333333333,FALSE
"Diego Estrada (M27)","DIEGO ESTRADA","DIEGO ESTRADA","Chicago Marathon",2017,"2017-10-08","2:15:19",135.316666666667,FALSE
"Ryoichi Matsuo (M26)","RYOICHI MATSUO","RYOICHI MATSUO","Chicago Marathon",2017,"2017-10-08","2:15:50",135.833333333333,FALSE
"Luke Puskedra (M27)","LUKE PUSKEDRA","LUKE PUSKEDRA","Chicago Marathon",2017,"2017-10-08","2:17:53",137.883333333333,TRUE
"Alan Peterson (M25)","ALAN PETERSON","ALAN PETERSON","Chicago Marathon",2017,"2017-10-08","2:18:47",138.783333333333,FALSE
"Kevin Havel (M27)","KEVIN HAVEL","KEVIN HAVEL","Chicago Marathon",2017,"2017-10-08","2:20:18",140.3,FALSE
"Travis Morrison (M25)","TRAVIS MORRISON","TRAVIS MORRISON","Chicago Marathon",2017,"2017-10-08","2:23:17",143.283333333333,NA
"Chris Lemon (M28)","CHRIS LEMON","CHRIS LEMON","Chicago Marathon",2017,"2017-10-08","2:24:44",144.733333333333,NA
"Rupp Galen (M)","GALEN RUPP","GALEN RUPP","Chicago Marathon",2018,"2018-10-07","2:06:21",126.35,TRUE
"Kirui Abel (M)","ABEL KIRUI","ABEL KIRUI","Chicago Marathon",2018,"2018-10-07","2:07:52",127.866666666667,TRUE
"Kibet Elkanah (M)","ELKANAH KIBET","ELKANAH KIBET","Chicago Marathon",2018,"2018-10-07","2:12:35",132.583333333333,TRUE
"Braun Aaron (M)","AARON BRAUN","AARON BRAUN","Chicago Marathon",2018,"2018-10-07","2:13:16",133.266666666667,FALSE
"Kipyego Bernard (M)","BERNARD KIPYEGO","BERNARD KIPYEGO","Chicago Marathon",2018,"2018-10-07","2:16:12",136.2,FALSE
"Kawauchi Yuki (M)","YUKI KAWAUCHI","YUKI KAWAUCHI","Chicago Marathon",2018,"2018-10-07","2:16:26",136.433333333333,FALSE
"Epperson Andrew (M)","ANDREW EPPERSON","ANDREW EPPERSON","Chicago Marathon",2018,"2018-10-07","2:17:01",137.016666666667,NA
"Peterson Alan (M)","ALAN PETERSON","ALAN PETERSON","Chicago Marathon",2018,"2018-10-07","2:17:15",137.25,NA
"Ndhlovu Pardon (M)","PARDON NDHLOVU","PARDON NDHLOVU","Chicago Marathon",2018,"2018-10-07","2:18:49",138.816666666667,NA
"Dandena Kiya (M)","KIYA DANDENA","KIYA DANDENA","Chicago Marathon",2018,"2018-10-07","2:20:58",140.966666666667,TRUE
"Salukombo Makorobondo (M)","MAKOROBONDO SALUKOMBO","MAKOROBONDO SALUKOMBO","Chicago Marathon",2018,"2018-10-07","2:23:07",143.116666666667,FALSE
"Bohach Adam (M)","ADAM BOHACH","ADAM BOHACH","Chicago Marathon",2018,"2018-10-07","2:23:56",143.933333333333,FALSE
"Havel Kevin (M)","KEVIN HAVEL","KEVIN HAVEL","Chicago Marathon",2018,"2018-10-07","2:24:40",144.666666666667,TRUE
"Rizzo Patrick (M)","PATRICK RIZZO","PATRICK RIZZO","Chicago Marathon",2018,"2018-10-07","2:26:29",146.483333333333,FALSE
"Dickson Chumba (M)","DICKSON CHUMBA","DICKSON CHUMBA","Chicago Marathon",2019,"2019-10-13","2:09:11",129.183333333333,TRUE
"Jacob Riley (M)","JACOB RILEY","JACOB RILEY","Chicago Marathon",2019,"2019-10-13","2:10:36",130.6,TRUE
"Scott Smith (M)","SCOTT SMITH","SCOTT SMITH","Chicago Marathon",2019,"2019-10-13","2:11:14",131.233333333333,FALSE
"Brendan Gregg (M)","BRENDAN GREGG","BRENDAN GREGG","Chicago Marathon",2019,"2019-10-13","2:11:38",131.633333333333,FALSE
"Diego Estrada (M)","DIEGO ESTRADA","DIEGO ESTRADA","Chicago Marathon",2019,"2019-10-13","2:11:54",131.9,FALSE
"Alan Peterson (M)","ALAN PETERSON","ALAN PETERSON","Chicago Marathon",2019,"2019-10-13","2:14:56",134.933333333333,TRUE
"Kevin Havel (M)","KEVIN HAVEL","KEVIN HAVEL","Chicago Marathon",2019,"2019-10-13","2:15:35",135.583333333333,TRUE
"Michael Eaton (M)","MICHAEL EATON","MICHAEL EATON","Chicago Marathon",2019,"2019-10-13","2:19:58",139.966666666667,NA
"Ramiro Guillen (M)","RAMIRO GUILLEN","RAMIRO GUILLEN","Chicago Marathon",2019,"2019-10-13","2:22:00",142,TRUE
"Zachary Ripley (M)","ZACH RIPLEY","ZACHARY RIPLEY","Chicago Marathon",2019,"2019-10-13","2:22:09",142.15,TRUE
"Meng-Tsung Chu (M)","MENG-TSUNG CHU","MENG-TSUNG CHU","Chicago Marathon",2019,"2019-10-13","2:24:41",144.683333333333,FALSE
"Julius Koskei (M33)","JULIUS KOSKEI","JULIUS KOSKEI","Columbus Marathon",2015,"2015-10-18","2:16:46",136.766666666667,FALSE
"Hillary Too (M36)","HILARY TOO","HILLARY TOO","Columbus Marathon",2015,"2015-10-18","2:19:03",139.05,FALSE
"Jason Ordway (M27)","JASON ORDWAY","JASON ORDWAY","Columbus Marathon",2015,"2015-10-18","2:23:40",143.666666666667,FALSE
"Fikadu Girma Teteri (M22)","FIKADU GIRMA TETERI","FIKADU GIRMA TETERI","Columbus Marathon",2016,"2016-10-16","2:14:39",134.65,FALSE
"Chris Lemon (M27)","CHRIS LEMON","CHRIS LEMON","Columbus Marathon",2016,"2016-10-16","2:21:07",141.116666666667,FALSE
"Meshack Kirwa (M41)","MESHACK KIRWA","MESHACK KIRWA","Columbus Marathon",2016,"2016-10-16","2:22:53",142.883333333333,FALSE
"Peter Limo (M32)","PETER LIMO","PETER LIMO","Columbus Marathon",2016,"2016-10-16","2:23:26",143.433333333333,FALSE
"Jason Simpson (M42)","JASON SIMPSON","JASON SIMPSON","Columbus Marathon",2016,"2016-10-16","3:30:00",210,NA
"Teklu Tefera Deneke (M38)","TEKLU DENEKE","TEKLU TEFERA DENEKE","Columbus Marathon",2017,"2017-10-15","2:20:52",140.866666666667,TRUE
"Makorobondo Salukombo (M29)","MAKOROBONDO SALUKOMBO","MAKOROBONDO SALUKOMBO","Columbus Marathon",2017,"2017-10-15","2:28:13",148.216666666667,NA
"Craig Leon (M)","CRAIG LEON","CRAIG LEON","Eugene Marathon",2015,"2015-05-10","2:21:33",141.55,FALSE
"Carlos Trujillo (M)","JUAN CARLOS TRUJILLO","CARLOS TRUJILLO","Eugene Marathon",2016,"2016-05-01","2:18:54",138.9,FALSE
"Teklu Deneke (M)","TEKLU DENEKE","TEKLU DENEKE","Eugene Marathon",2017,"2017-05-07","2:51:38",171.633333333333,FALSE
"Teklu Deneke (M)","TEKLU DENEKE","TEKLU DENEKE","Eugene Marathon",2018,"2018-04-29","2:22:12",142.2,TRUE
"Charlie Hurt (M)","CHARLIE HURT","CHARLIE HURT","Eugene Marathon",2019,"2019-04-28","2:27:11",147.183333333333,FALSE
"Elisha Barno (M29)","ELISHA BARNO","ELISHA BARNO","Grandma's Marathon",2015,"2015-06-20","2:10:36",130.6,FALSE
"Dominic Ondoro (M27)","DOMINIC ONDORO","DOMINIC ONDORO","Grandma's Marathon",2015,"2015-06-20","2:11:17",131.283333333333,FALSE
"Jordan Chipangama (M26)","JORDAN CHIPANGAMA","JORDAN CHIPANGAMA","Grandma's Marathon",2015,"2015-06-20","2:11:35",131.583333333333,FALSE
"Negash Duki (M25)","NEGASH ABEBE DUKI","NEGASH DUKI","Grandma's Marathon",2015,"2015-06-20","2:13:40",133.666666666667,FALSE
"Birhanu Dare Kemal (M28)","BIRHANU DARE KEMAL","BIRHANU DARE KEMAL","Grandma's Marathon",2015,"2015-06-20","2:13:42",133.7,FALSE
"Luke Puskedra (M25)","LUKE PUSKEDRA","LUKE PUSKEDRA","Grandma's Marathon",2015,"2015-06-20","2:15:27",135.45,FALSE
"Noah Chepngabit (M31)","NOAH CHEPNGABIT","NOAH CHEPNGABIT","Grandma's Marathon",2015,"2015-06-20","2:15:27",135.45,FALSE
"Brendan Martin (M26)","BRENDAN MARTIN","BRENDAN MARTIN","Grandma's Marathon",2015,"2015-06-20","2:15:30",135.5,FALSE
"Abraham Chelanga (M31)","ABRAHAM CHELANGA","ABRAHAM CHELANGA","Grandma's Marathon",2015,"2015-06-20","2:15:35",135.583333333333,FALSE
"Meshack Kirwa (M40)","MESHACK KIRWA","MESHACK KIRWA","Grandma's Marathon",2015,"2015-06-20","2:16:06",136.1,FALSE
"Nicholas Hilton (M26)","NICHOLAS HILTON","NICHOLAS HILTON","Grandma's Marathon",2015,"2015-06-20","2:16:18",136.3,FALSE
"Eliud Too (M27)","ELIUD TOO","ELIUD TOO","Grandma's Marathon",2015,"2015-06-20","2:16:29",136.483333333333,FALSE
"Jesse Cherry (M28)","JESSE CHERRY","JESSE CHERRY","Grandma's Marathon",2015,"2015-06-20","2:16:34",136.566666666667,FALSE
"Eric Loeffler (M38)","ERIC LOEFFLER","ERIC LOEFFLER","Grandma's Marathon",2015,"2015-06-20","2:16:48",136.8,FALSE
"Eric Ashe (M26)","ERIC ASHE","ERIC ASHE","Grandma's Marathon",2015,"2015-06-20","2:17:06",137.1,FALSE
"Pardon Ndhlovu (M27)","PARDON NDHLOVU","PARDON NDHLOVU","Grandma's Marathon",2015,"2015-06-20","2:17:15",137.25,FALSE
"Brian Harvey (M28)","BRIAN HARVEY","BRIAN HARVEY","Grandma's Marathon",2015,"2015-06-20","2:17:17",137.283333333333,FALSE
"Tyler Andrews (M25)","TYLER ANDREWS","TYLER ANDREWS","Grandma's Marathon",2015,"2015-06-20","2:17:19",137.316666666667,FALSE
"Christopher Zablocki (M26)","CHRISTOPHER ZABLOCKI","CHRISTOPHER ZABLOCKI","Grandma's Marathon",2015,"2015-06-20","2:17:26",137.433333333333,FALSE
"Ryan Cosens (M26)","RYAN COSENS","RYAN COSENS","Grandma's Marathon",2015,"2015-06-20","2:17:54",137.9,FALSE
"Michael Eaton (M28)","MICHAEL EATON","MICHAEL EATON","Grandma's Marathon",2015,"2015-06-20","2:18:00",138,FALSE
"Joe Moore (M31)","JOE MOORE","JOE MOORE","Grandma's Marathon",2015,"2015-06-20","2:18:21",138.35,FALSE
"Brandon York (M30)","BRANDON YORK","BRANDON YORK","Grandma's Marathon",2015,"2015-06-20","2:18:52",138.866666666667,FALSE
"Jesse Davis (M33)","JESSE DAVIS","JESSE DAVIS","Grandma's Marathon",2015,"2015-06-20","2:19:46",139.766666666667,FALSE
"Richard Kessio (M41)","RICHARD KESSIO","RICHARD KESSIO","Grandma's Marathon",2015,"2015-06-20","2:19:56",139.933333333333,FALSE
"Kieran O'Connor (M28)","KIERAN O'CONNOR","KIERAN O'CONNOR","Grandma's Marathon",2015,"2015-06-20","2:20:47",140.783333333333,FALSE
"Curtis Begley (M28)","CURTIS BEGLEY","CURTIS BEGLEY","Grandma's Marathon",2015,"2015-06-20","2:21:02",141.033333333333,FALSE
"Edward Tabut (M31)","EDWARD TABUT","EDWARD TABUT","Grandma's Marathon",2015,"2015-06-20","2:22:40",142.666666666667,FALSE
"Matt Hensley (M27)","MATT HENSLEY","MATT HENSLEY","Grandma's Marathon",2015,"2015-06-20","2:23:46",143.766666666667,FALSE
"Matt Duffy (M25)","MATT DUFFY","MATT DUFFY","Grandma's Marathon",2015,"2015-06-20","2:24:46",144.766666666667,FALSE
"Matthew Fecht (M31)","MATTHEW FECHT","MATTHEW FECHT","Grandma's Marathon",2015,"2015-06-20","2:27:52",147.866666666667,FALSE
"Madison Roeder (M26)","MADISON ROEDER","MADISON ROEDER","Grandma's Marathon",2015,"2015-06-20","2:30:35",150.583333333333,FALSE
"Harbert Okuti (M29)","HARBERT OKUTI","HARBERT OKUTI","Grandma's Marathon",2015,"2015-06-20","2:42:10",162.166666666667,FALSE
"Elisha Barno (M30)","ELISHA BARNO","ELISHA BARNO","Grandma's Marathon",2016,"2016-06-18","2:11:26",131.433333333333,FALSE
"Weldon Kirui (M27)","WELDON KIRUI","WELDON KIRUI","Grandma's Marathon",2016,"2016-06-18","2:12:26",132.433333333333,FALSE
"Kimutai Cheruiyot (M30)","KIMUTAI CHERUIYOT","KIMUTAI CHERUIYOT","Grandma's Marathon",2016,"2016-06-18","2:14:02",134.033333333333,FALSE
"Jacob Chemtai (M29)","JACOB CHEMTAI","JACOB CHEMTAI","Grandma's Marathon",2016,"2016-06-18","2:16:59",136.983333333333,FALSE
"Werkuneh Seyoum Aboye (M31)","WERKUNEH SEYOUM ABOYE","WERKUNEH SEYOUM ABOYE","Grandma's Marathon",2016,"2016-06-18","2:17:07",137.116666666667,FALSE
"Nicholas Arciniaga (M32)","NICHOLAS ARCINIAGA","NICHOLAS ARCINIAGA","Grandma's Marathon",2016,"2016-06-18","2:17:12",137.2,FALSE
"Birhanu Dare Kemal (M29)","BIRHANU DARE KEMAL","BIRHANU DARE KEMAL","Grandma's Marathon",2016,"2016-06-18","2:17:31",137.516666666667,FALSE
"Harbert Okuti (M30)","HARBERT OKUTI","HARBERT OKUTI","Grandma's Marathon",2016,"2016-06-18","2:17:51",137.85,FALSE
"Pedro Mora (M38)","PEDRO MORA","PEDRO MORA","Grandma's Marathon",2016,"2016-06-18","2:20:07",140.116666666667,FALSE
"Tyler Jermann (M23)","TYLER JERMANN","TYLER JERMANN","Grandma's Marathon",2016,"2016-06-18","2:20:19",140.316666666667,FALSE
"Mathew Kiplagat (M33)","MATHEW KIPLAGAT","MATHEW KIPLAGAT","Grandma's Marathon",2016,"2016-06-18","2:20:52",140.866666666667,FALSE
"Polycarp Nyansikera (M24)","POLYCARP NYANSIKERA","POLYCARP NYANSIKERA","Grandma's Marathon",2016,"2016-06-18","2:21:27",141.45,FALSE
"Stephen Kibet Chelal (M39)","STEPHEN KIBET CHELAL","STEPHEN KIBET CHELAL","Grandma's Marathon",2016,"2016-06-18","2:21:39",141.65,FALSE
"Alan Peterson (M24)","ALAN PETERSON","ALAN PETERSON","Grandma's Marathon",2016,"2016-06-18","2:21:53",141.883333333333,FALSE
"Benjamin Kiplimo Meto (M41)","BENJAMIN KIPLIMO METO","BENJAMIN KIPLIMO METO","Grandma's Marathon",2016,"2016-06-18","2:21:59",141.983333333333,FALSE
"Scott MacPherson (M29)","SCOTT MACPHERSON","SCOTT MACPHERSON","Grandma's Marathon",2016,"2016-06-18","2:22:37",142.616666666667,FALSE
"Michael Crouch (M28)","MICHAEL CROUCH","MICHAEL CROUCH","Grandma's Marathon",2016,"2016-06-18","2:26:40",146.666666666667,FALSE
"Fernando Cabada (M34)","FERNANDO CABADA","FERNANDO CABADA","Grandma's Marathon",2016,"2016-06-18","2:27:09",147.15,FALSE
