"match_name","full_name","marathon","year","vaporfly"
"ERIC LOEFFLER","ERIC LOEFFLER","Grandma's Marathon",2015,FALSE
"ERIC ASHE","ERIC ASHE","Grandma's Marathon",2015,FALSE
"PARDON NDHLOVU","PARDON NDHLOVU","Grandma's Marathon",2015,FALSE
"BRIAN HARVEY","BRIAN HARVEY","Grandma's Marathon",2015,FALSE
"TYLER ANDREWS","TYLER ANDREWS","Grandma's Marathon",2015,FALSE
"CHRISTOPHER ZABLOCKI","CHRISTOPHER ZABLOCKI","Grandma's Marathon",2015,FALSE
"RYAN COSENS","RYAN COSENS","Grandma's Marathon",2015,FALSE
"MICHAEL EATON","MICHAEL EATON","Grandma's Marathon",2015,FALSE
"JOE MOORE","JOE MOORE","Grandma's Marathon",2015,FALSE
"BRANDON YORK","BRANDON YORK","Grandma's Marathon",2015,FALSE
"JESSE DAVIS","JESSE DAVIS","Grandma's Marathon",2015,FALSE
"RICHARD KESSIO","RICHARD KESSIO","Grandma's Marathon",2015,FALSE
"KIERAN O'CONNOR","KIERAN O'CONNOR","Grandma's Marathon",2015,FALSE
"CURTIS BEGLEY","CURTIS BEGLEY","Grandma's Marathon",2015,FALSE
"EDWARD TABUT","EDWARD TABUT","Grandma's Marathon",2015,FALSE
"MATT HENSLEY","MATT HENSLEY","Grandma's Marathon",2015,FALSE
"MATT DUFFY","MATT DUFFY","Grandma's Marathon",2015,FALSE
"MATTHEW FECHT","MATTHEW FECHT","Grandma's Marathon",2015,FALSE
"MADISON ROEDER","MADISON ROEDER","Grandma's Marathon",2015,FALSE
"HARBERT OKUTI","HARBERT OKUTI","Grandma's Marathon",2015,FALSE
"ELISHA BARNO","ELISHA BARNO","Grandma's Marathon",2016,FALSE
"WELDON KIRUI","WELDON KIRUI","Grandma's Marathon",2016,FALSE
"KIMUTAI CHERUIYOT","KIMUTAI CHERUIYOT","Grandma's Marathon",2016,FALSE
"JACOB CHEMTAI","JACOB CHEMTAI","Grandma's Marathon",2016,FALSE
"WERKUNEH SEYOUM ABOYE","WERKUNEH SEYOUM ABOYE","Grandma's Marathon",2016,FALSE
"NICHOLAS ARCINIAGA","NICHOLAS ARCINIAGA","Grandma's Marathon",2016,FALSE
"BIRHANU DARE KEMAL","BIRHANU DARE KEMAL","Grandma's Marathon",2016,FALSE
"HARBERT OKUTI","HARBERT OKUTI","Grandma's Marathon",2016,FALSE
"PEDRO MORA","PEDRO MORA","Grandma's Marathon",2016,FALSE
"TYLER JERMANN","TYLER JERMANN","Grandma's Marathon",2016,FALSE
"MATHEW KIPLAGAT","MATHEW KIPLAGAT","Grandma's Marathon",2016,FALSE
"POLYCARP NYANSIKERA","POLYCARP NYANSIKERA","Grandma's Marathon",2016,FALSE
"STEPHEN KIBET CHELAL","STEPHEN KIBET CHELAL","Grandma's Marathon",2016,FALSE
"ALAN PETERSON","ALAN PETERSON","Grandma's Marathon",2016,FALSE
"BENJAMIN KIPLIMO METO","BENJAMIN KIPLIMO METO","Grandma's Marathon",2016,FALSE
"SCOTT MACPHERSON","SCOTT MACPHERSON","Grandma's Marathon",2016,FALSE
"MICHAEL CROUCH","MICHAEL CROUCH","Grandma's Marathon",2016,FALSE
"FERNANDO CABADA","FERNANDO CABADA","Grandma's Marathon",2016,FALSE
"SCOTT SMITH","SCOTT SMITH","Grandma's Marathon",2016,NA
"ELISHA BARNO","ELISHA BARNO","Grandma's Marathon",2017,FALSE
"MACDONARD ONDARA","MACDONARD ONDARA","Grandma's Marathon",2017,FALSE
"RODGERS GESABWA","RODGERS GESABWA","Grandma's Marathon",2017,FALSE
"JACOB CHEMTAI","JACOB CHEMTAI","Grandma's Marathon",2017,FALSE
"JORDAN CHIPANGAMA","JORDAN CHIPANGAMA","Grandma's Marathon",2017,FALSE
"TYLER JERMANN","TYLER JERMANN","Grandma's Marathon",2017,FALSE
"JONATHAN MOTT","JONATHAN MOTT","Grandma's Marathon",2017,FALSE
"NELSON OYUGI","NELSON OYUGI","Grandma's Marathon",2017,FALSE
"HARBERT OKUTI","HARBERT OKUTI","Grandma's Marathon",2017,FALSE
"TERENCE ATTEMA","TERENCE ATTEMA","Grandma's Marathon",2017,FALSE
"MICHAEL EATON","MICHAEL EATON","Grandma's Marathon",2017,FALSE
"MATTHEW FECHT","MATTHEW FECHT","Grandma's Marathon",2017,FALSE
"ADAM BOHACH","ADAM BOHACH","Grandma's Marathon",2017,FALSE
"MATT HENSLEY","MATT HENSLEY","Grandma's Marathon",2017,FALSE
"ELISHA BARNO","ELISHA BARNO","Grandma's Marathon",2018,FALSE
"BIRHANU DARE KEMAL","BIRHANU DARE KEMAL","Grandma's Marathon",2018,TRUE
"RODGERS GESABWA","RODGERS GESABWA","Grandma's Marathon",2018,FALSE
"TEKLU DENEKE","TEKLU DENEKE","Grandma's Marathon",2018,TRUE
"TYLER JERMANN","TYLER JERMANN","Grandma's Marathon",2018,FALSE
"JOE MOORE","JOSEPH MOORE","Grandma's Marathon",2018,TRUE
"JESSE DAVIS","JESSE DAVIS","Grandma's Marathon",2018,FALSE
"FERNANDO CERVANTES CAUDILLO","FERNANDO CERVANTES","Grandma's Marathon",2018,FALSE
"BRIAN HARVEY","BRIAN HARVEY","Grandma's Marathon",2018,FALSE
"MATTHEW WILLIAMS","MATTHEW WILLIAMS","Grandma's Marathon",2018,FALSE
"HARBERT OKUTI","HARBERT OKUTI","Grandma's Marathon",2019,TRUE
"AUSTIN ROTH","AUSTIN ROTH","Grandma's Marathon",2019,TRUE
"ERIC ASHE","ERIC ASHE","Grandma's Marathon",2019,TRUE
"SAM MORSE","SAM MORSE","Grandma's Marathon",2019,FALSE
"PARDON NDHLOVU","PARDON NDHLOVU","Grandma's Marathon",2019,FALSE
"MATT HENSLEY","MATT HENSLEY","Grandma's Marathon",2019,TRUE
"JESSE DAVIS","JESSE DAVIS","Grandma's Marathon",2019,FALSE
"JASON SIMPSON","JASON SIMPSON","Grandma's Marathon",2019,TRUE
"RAMIRO GUILLEN","RAMIRO GUILLEN","Grandma's Marathon",2019,TRUE
"ELISHA BARNO","ELISHA BARNO","Grandma's Marathon",2019,FALSE
"BIRHANU GEDEFA","BIRHANU GEDEFA","Houston Marathon",2015,FALSE
"GEBO BURKA","GEBO BURKA","Houston Marathon",2015,FALSE
"DEBEBE TOLOSSA","DEBEBE TOLOSSA","Houston Marathon",2015,FALSE
"DOMINIC ONDORO","DOMINIC ONDORO","Houston Marathon",2015,FALSE
"SILAH LIMO","SILAH LIMO","Houston Marathon",2015,FALSE
"ERICK MOSE","ERICK MOSE","Houston Marathon",2015,FALSE
"AARON BRAUN","AARON BRAUN","Houston Marathon",2015,FALSE
"GADISA SHUMIE","GADISA SHUMIE","Houston Marathon",2015,FALSE
"CRAIG LEON","CRAIG LEON","Houston Marathon",2015,FALSE
"PARDON NDHLOVU","PARDON NDHLOVU","Houston Marathon",2015,FALSE
"TONY MIGLIOZZI","TONY MIGLIOZZI","Houston Marathon",2015,FALSE
"SIMON STUETZEL","SIMON STUETZEL","Houston Marathon",2015,FALSE
"JONATHAN MOTT","JONATHAN MOTT","Houston Marathon",2015,FALSE
"BENNETT GRIMES","BENNETT GRIMES","Houston Marathon",2015,FALSE
"LUCAS MCANENEY","LUCAS MCANENEY","Houston Marathon",2015,FALSE
"JESSE DAVIS","JESSE DAVIS","Houston Marathon",2015,FALSE
"STEVE CHU","STEVE CHU","Houston Marathon",2015,FALSE
"CALUM NEFF","CALUM NEFF","Houston Marathon",2015,FALSE
"CESAR MARTINS","CESAR MARTINS","Houston Marathon",2015,FALSE
"MICHAEL WARDIAN","MICHAEL WARDIAN","Houston Marathon",2015,FALSE
"GEBO BURKA","GEBO BURKA","Houston Marathon",2016,FALSE
"GIRMAY BIRHANU GEBRU","GIRMAY GEBRU","Houston Marathon",2016,FALSE
"BIRHANU GEDEFA","BIRHANU GEDEFA","Houston Marathon",2016,FALSE
"YITAYAL ATANFU","YITAYAL ATANFU","Houston Marathon",2016,FALSE
"ARTUR KOZLOWSKI","ARTUR KOZLOWSKI","Houston Marathon",2016,FALSE
"BAZU WORKU","BAZU WORKU","Houston Marathon",2016,FALSE
"DUNCAN KWEMBOI","DUNCAN KWEMBOI","Houston Marathon",2016,FALSE
"DANIEL VARGAS","DANIEL VARGAS","Houston Marathon",2016,FALSE
"DAVERSO RAMOS ACEVEDO","DAVERSO RAMOS ACEVEDO","Houston Marathon",2016,FALSE
"PARDON NDHLOVU","PARDON NDHLOVU","Houston Marathon",2016,FALSE
"TYLER JERMANN","TYLER JERMANN","Houston Marathon",2016,FALSE
"YEZID ALEXANDER ORJUELA SOCHE","YEZID ALEXANDER ORJUELA SOCHE","Houston Marathon",2016,FALSE
"CESAR LIZANO","CESAR LIZANO","Houston Marathon",2016,FALSE
"FERNANDO CERVANTES CAUDILLO","FERNANDO CERVANTES CAUDILLO","Houston Marathon",2016,FALSE
"CAÑAR GUSTAVO","CAÑAR GUSTAVO","Houston Marathon",2016,FALSE
"CHASI ANGEL","CHASI ANGEL","Houston Marathon",2016,FALSE
"SAGE CANADAY","SAGE CANADAY","Houston Marathon",2016,FALSE
"MICHAEL CASSIDY","MICHAEL CASSIDY","Houston Marathon",2016,FALSE
"DANIEL DALY","DANIEL DALY","Houston Marathon",2016,FALSE
"AUSTIN ROTH","AUSTIN ROTH","Houston Marathon",2016,FALSE
"RIGOBERTO CORTES SANTIAGO","RIGOBERTO CORTES SANTIAGO","Houston Marathon",2016,FALSE
"CALUM NEFF","CALUM NEFF","Houston Marathon",2016,FALSE
"ERASO ANTONIO","ERASO ANTONIO","Houston Marathon",2016,FALSE
"STEVE CHU","STEVE CHU","Houston Marathon",2016,FALSE
"TOMAS LUNA DOMINGUEZ","TOMAS LUNA DOMINGUEZ","Houston Marathon",2016,FALSE
"MATT HENSLEY","MATT HENSLEY","Houston Marathon",2016,FALSE
"SULEMAN ABRAR SHIFA","SULEMAN SHIFA","Houston Marathon",2016,FALSE
"DOMINIC ONDORO","DOMINIC ONDORO","Houston Marathon",2017,FALSE
"YITAYAL ATANFU","YITAYAL ATANFU ZERIHUN","Houston Marathon",2017,FALSE
"ABAYNEH AYELE","ABAYNEH AYELE WOLDEGIORGIS","Houston Marathon",2017,FALSE
"ELKANAH KIBET","ELKANAH KIBET","Houston Marathon",2017,NA
"TIMOTHY YOUNG","TIM YOUNG","Houston Marathon",2017,NA
"AUSTIN ROTH","AUSTIN ROTH","Houston Marathon",2017,FALSE
"CALUM NEFF","(PACER) CALUM NEFF","Houston Marathon",2017,NA
"BAZU WORKU","BAZU WORKU","Houston Marathon",2018,TRUE
"YITAYAL ATANFU","YITAYAL ATNAFU","Houston Marathon",2018,TRUE
"ELISHA BARNO","ELISHA BARNO","Houston Marathon",2018,FALSE
"TYLER JERMANN","TYLER JERMANN","Houston Marathon",2018,FALSE
"ZACHARY HINE","ZACHARY HINE","Houston Marathon",2018,NA
"SAGE CANADAY","SAGE CANADAY","Houston Marathon",2018,FALSE
"JOHN RANERI","JOHN RANERI","Houston Marathon",2018,NA
"BENJAMIN P. ZYWICKI","BENJAMIN ZYWICKI","Houston Marathon",2018,NA
"ALBERT KORIR","ALBERT KORIR","Houston Marathon",2019,FALSE
"YITAYAL ATANFU","YITAYAL ATNAFU","Houston Marathon",2019,TRUE
"ELISHA BARNO","ELISHA BARNO","Houston Marathon",2019,NA
"ABAYNEH AYELE","ABAYNEH AYELE","Houston Marathon",2019,NA
"TYLER JERMANN","TYLER JERMANN","Houston Marathon",2019,TRUE
"DOMINIC ONDORO","DOMINIC ONDORO","Houston Marathon",2019,NA
"DANIEL VARGAS","DANIEL VARGAS","Houston Marathon",2019,TRUE
"PARDON NDHLOVU","PARDON NDHLOVU","Houston Marathon",2019,NA
"TRAVIS MORRISON","TRAVIS MORRISON","Houston Marathon",2019,FALSE
"JUAN CARLOS TRUJILLO","CARLOS TRUJILLO","Houston Marathon",2019,NA
"COLE ATKINS","COLE ATKINS","Houston Marathon",2019,TRUE
"YEZID ALEXANDER ORJUELA SOCHE","YEZID ORJUELA SOCHE","Houston Marathon",2019,FALSE
"MENG-TSUNG CHU","MENG-TSUNG CHU","Houston Marathon",2019,FALSE
"JESSE DAVIS","JESSE DAVIS","Indianapolis Mon Marathon",2015,FALSE
"BRYANT JENSEN","BRYANT JENSEN","Indianapolis Mon Marathon",2015,FALSE
"JONATHAN GRIES","JONATHAN GRIES","Indianapolis Mon Marathon",2015,FALSE
"JAPHET KIPKOECH","JAPHET KIPKOECH","Indianapolis Mon Marathon",2016,FALSE
"NICK WANINGER","NICK WANINGER","Indianapolis Mon Marathon",2016,FALSE
"NICK EDINGER","NICK EDINGER","Indianapolis Mon Marathon",2016,FALSE
"MICHAEL CROUCH","MICHAEL CROUCH","Indianapolis Mon Marathon",2016,FALSE
"MADISON ROEDER","MADISON ROEDER","Indianapolis Mon Marathon",2016,FALSE
"JESSE DAVIS","JESSE DAVIS","Indianapolis Mon Marathon",2016,FALSE
"MATT DUFFY","MATT DUFFY","Indianapolis Mon Marathon",2016,NA
"JAPHET KIPKOECH","JAPHET KIPKOECH","Indianapolis Mon Marathon",2017,FALSE
"BRYANT JENSEN","BRYANT JENSEN","Indianapolis Mon Marathon",2017,FALSE
"MICHAEL EATON","MICHAEL EATON","Indianapolis Mon Marathon",2017,FALSE
"CHARLIE HURT","CHARLIE HURT","Indianapolis Mon Marathon",2017,FALSE
"TOM ANDERSON","TOM ANDERSON","Indianapolis Mon Marathon",2017,NA
"ANDY WILLIAMS","ANDY WILLIAMS","Indianapolis Mon Marathon",2018,FALSE
"PATRICK GEOGHEGAN","PATRICK GEOGHEGAN","Indianapolis Mon Marathon",2019,TRUE
"JOSEPH ELSAKR","JOSEPH ELSAKR","Indianapolis Mon Marathon",2019,TRUE
"MICHAEL CROUCH","MICHAEL CROUCH","Indianapolis Mon Marathon",2019,TRUE
"JESSE DAVIS","JESSE DAVIS","Indianapolis Mon Marathon",2019,FALSE
"JONATHAN MOTT","JONATHAN MOTT","Indianapolis Mon Marathon",2019,NA
"DANIEL KIPROP LIMO","DANIEL KIPROP LIMO","LA Marathon",2015,FALSE
"LANI RUTTO","LANI RUTTO","LA Marathon",2015,FALSE
"JARED WARD","JARED WARD","LA Marathon",2015,FALSE
"EDWIN KIBET KOECH","EDWIN KIBET KOECH","LA Marathon",2015,FALSE
"DAVID KEMBOI KIYENG","DAVID KEMBOI KIYENG","LA Marathon",2015,FALSE
"MATT LLANO","MATT LLANO","LA Marathon",2015,FALSE
"MIKE MORGAN","MIKE MORGAN","LA Marathon",2015,FALSE
"DANIEL TAPIA","DANIEL TAPIA","LA Marathon",2015,FALSE
"MAX KING","MAX KING","LA Marathon",2015,FALSE
"STEPHAN SHAY","STEPHAN SHAY","LA Marathon",2015,FALSE
"SCOTT SMITH","SCOTT SMITH","LA Marathon",2015,FALSE
"SAGE CANADAY","SAGE CANADAY","LA Marathon",2015,FALSE
"PATRICK RIZZO","PATRICK RIZZO","LA Marathon",2015,FALSE
"JUAN CARLOS TRUJILLO","JUAN CARLOS TRUJILLO","LA Marathon",2015,FALSE
"MATT HENSLEY","MATT HENSLEY","LA Marathon",2015,FALSE
"JONATHAN VARELA-OBANDO","JONATHAN VARELA-OBANDO","LA Marathon",2015,FALSE
"MATTHEW WILLIAMS","MATTHEW WILLIAMS","LA Marathon",2015,FALSE
"RAMIRO GUILLEN","RAMIRO GUILLEN","LA Marathon",2015,FALSE
"SCOTT BAUHS","SCOTT BAUHS","LA Marathon",2015,FALSE
"WELDON KIRUI","WELDON KIRUI","LA Marathon",2016,FALSE
"WILLY KOITILE","WILLY KOITILE","LA Marathon",2016,FALSE
"DANIEL KIPROP LIMO","DANIEL LIMO","LA Marathon",2016,FALSE
"JACOB CHEMTAI","JACOB CHEMTAI","LA Marathon",2016,FALSE
"ALEX CHESAKIT","ALEX CHESAKIT","LA Marathon",2016,FALSE
"IHOR RUSS","IHOR RUSS","LA Marathon",2016,FALSE
"JOSE MADERA","JOSE MADERA","LA Marathon",2016,FALSE
"KARIM EL MABCHOUR","KARIM EL MABCHOUR","LA Marathon",2016,FALSE
"JOVANNY GODINEZ RODRIGUEZ","JOVANNY GODINEZ RODRIGUEZ","LA Marathon",2016,FALSE
"DANIEL KIPRUGUT","DANIEL KIPRUGUT","LA Marathon",2016,FALSE
"CALUM NEFF","CALUM NEFF","LA Marathon",2016,FALSE
"ELISHA BARNO","ELISHA BARNO","LA Marathon",2017,FALSE
"DANIEL KIPROP LIMO","DANIEL LIMO","LA Marathon",2017,FALSE
"WILLY KOITILE","WILLY KOITILE","LA Marathon",2017,FALSE
"WELDON KIRUI","WELDON KIRUI","LA Marathon",2017,FALSE
"WILY CANCHANYA","WILLY CANCHANYA","LA Marathon",2017,FALSE
"JOSE MADERA","JOSE MADERA","LA Marathon",2017,FALSE
"WELDON KIRUI","WELDON KIRUI","LA Marathon",2018,FALSE
"ELISHA BARNO","ELISHA BARNO","LA Marathon",2018,FALSE
"IHOR RUSS","IHOR RUSS","LA Marathon",2018,TRUE
"DANIEL KIPROP LIMO","DANIEL LIMO","LA Marathon",2018,FALSE
"ELISHA BARNO","ELISHA BARNO","LA Marathon",2019,FALSE
"JUAN LUIS BARRIOS","JUAN LUIS BARRIOS","LA Marathon",2019,TRUE
"WELDON KIRUI","WELDON KIRUI","LA Marathon",2019,FALSE
"JAPHET KIPKOECH","JAPHET KIPKOECH","LA Marathon",2019,NA
"RYAN MCGUIRE","RYAN MCGUIRE","Lakefront Marathon",2017,NA
"SAMUEL KOSGEI","SAMUEL KOSGEI","Marine Corps Marathon",2016,FALSE
"MICHAEL WARDIAN","MICHAEL WARDIAN","Marine Corps Marathon",2016,FALSE
"KIERAN O'CONNOR","KIERAN O'CONNOR","Marine Corps Marathon",2017,FALSE
"MICHAEL WARDIAN","MICHAEL WARDIAN","Marine Corps Marathon",2017,FALSE
"SCOTT SMITH","SCOTT SMITH","Marine Corps Marathon",2017,NA
"MICHAEL WARDIAN","MICHAEL WARDIAN","Marine Corps Marathon",2018,FALSE
"GALEN RUPP","GALEN RUPP","Men's Olympic Trials Marathon",2016,TRUE
"MEB KEFLEZIGHI","MEB KEFLEZIGHI","Men's Olympic Trials Marathon",2016,FALSE
"JARED WARD","JARED WARD","Men's Olympic Trials Marathon",2016,FALSE
"LUKE PUSKEDRA","LUKE PUSKEDRA","Men's Olympic Trials Marathon",2016,FALSE
"TYLER PENNEL","TYLER PENNEL","Men's Olympic Trials Marathon",2016,FALSE
"MATT LLANO","MATTHEW LLANO","Men's Olympic Trials Marathon",2016,FALSE
"SHADRACK BIWOTT","SHADRACK BIWOTT","Men's Olympic Trials Marathon",2016,FALSE
"PATRICK SMYTH","PATRICK SMYTH","Men's Olympic Trials Marathon",2016,FALSE
"SEAN QUIGLEY","SEAN QUIGLEY","Men's Olympic Trials Marathon",2016,FALSE
"NICK ARCINIAGA","NICK ARCINIAGA","Men's Olympic Trials Marathon",2016,FALSE
"TIMOTHY YOUNG","TIMOTHY YOUNG","Men's Olympic Trials Marathon",2016,FALSE
"MAX KING","MAX KING","Men's Olympic Trials Marathon",2016,FALSE
"JEFFREY EGGLESTON","JEFFREY EGGLESTON","Men's Olympic Trials Marathon",2016,FALSE
"SCOTT SMITH","SCOTT SMITH","Men's Olympic Trials Marathon",2016,FALSE
"JACOB RILEY","JACOB RILEY","Men's Olympic Trials Marathon",2016,FALSE
"AUGUSTUS MAIYO","AUGUSTUS MAIYO","Men's Olympic Trials Marathon",2016,FALSE
"BENJAMIN PAYNE","BENJAMIN PAYNE","Men's Olympic Trials Marathon",2016,FALSE
"MALCOLM RICHARDS","MALCOLM RICHARDS","Men's Olympic Trials Marathon",2016,FALSE
"ELKANAH KIBET","ELKANAH KIBET","Men's Olympic Trials Marathon",2016,FALSE
"BRENDAN MARTIN","BRENDAN MARTIN","Men's Olympic Trials Marathon",2016,FALSE
"ETHAN SHAW","ETHAN SHAW","Men's Olympic Trials Marathon",2016,FALSE
"MIKE MORGAN","MIKE MORGAN","Men's Olympic Trials Marathon",2016,FALSE
"NATHAN MARTIN","NATHAN MARTIN","Men's Olympic Trials Marathon",2016,FALSE
"KIERAN O'CONNOR","KIERAN O'CONNOR","Men's Olympic Trials Marathon",2016,FALSE
"TIMOTHY RITCHIE","TIMOTHY RITCHIE","Men's Olympic Trials Marathon",2016,FALSE
"DUSTIN EMERICK","DUSTIN EMERICK","Men's Olympic Trials Marathon",2016,FALSE
"ANDREW EPPERSON","ANDREW EPPERSON","Men's Olympic Trials Marathon",2016,FALSE
"DANIEL TAPIA","DANIEL TAPIA","Men's Olympic Trials Marathon",2016,FALSE
"CRAIG LEON","CRAIG LEON","Men's Olympic Trials Marathon",2016,FALSE
"CHRISTOPHER ZABLOCKI","CHRISTOPHER ZABLOCKI","Men's Olympic Trials Marathon",2016,FALSE
"SCOTT BAUHS","SCOTT BAUHS","Men's Olympic Trials Marathon",2016,FALSE
"BRIAN HARVEY","BRIAN HARVEY","Men's Olympic Trials Marathon",2016,FALSE
"PATRICK REAGAN","PATRICK REAGAN","Men's Olympic Trials Marathon",2016,FALSE
"STEPHAN SHAY","STEPHAN SHAY","Men's Olympic Trials Marathon",2016,FALSE
"TYLER JERMANN","TYLER JERMANN","Men's Olympic Trials Marathon",2016,FALSE
"CHRIS CHAVEZ","CHRIS CHAVEZ","Men's Olympic Trials Marathon",2016,FALSE
"SAM MORSE","SAMUEL MORSE","Men's Olympic Trials Marathon",2016,FALSE
"JONATHAN MOTT","JONATHAN MOTT","Men's Olympic Trials Marathon",2016,FALSE
"JOHN RANERI","JOHN RANERI","Men's Olympic Trials Marathon",2016,FALSE
"MATTHEW FECHT","MATTHEW FECHT","Men's Olympic Trials Marathon",2016,FALSE
"FERNANDO CABADA","FERNANDO CABADA","Men's Olympic Trials Marathon",2016,FALSE
"BENJAMIN P. ZYWICKI","BENJAMIN ZYWICKI","Men's Olympic Trials Marathon",2016,FALSE
"ZACH RIPLEY","ZACHARY RIPLEY","Men's Olympic Trials Marathon",2016,FALSE
"BRANDON MULL","BRANDON MULL","Men's Olympic Trials Marathon",2016,FALSE
"MOHAMED HREZI","MOHAMED HREZI","Men's Olympic Trials Marathon",2016,FALSE
"JESSE DAVIS","JESSE DAVIS","Men's Olympic Trials Marathon",2016,FALSE
"PATRICK RIZZO","PATRICK RIZZO","Men's Olympic Trials Marathon",2016,FALSE
"BRANDON YORK","BRANDON YORK","Men's Olympic Trials Marathon",2016,FALSE
"ALAN PETERSON","ALAN PETERSON","Men's Olympic Trials Marathon",2016,FALSE
"TYLER ANDREWS","TYLER ANDREWS","Men's Olympic Trials Marathon",2016,FALSE
"CHRIS LEMON","CHRISTOPHER LEMON","Men's Olympic Trials Marathon",2016,FALSE
"TIMOTHY CHICHESTER","TIM CHICHESTER","Men's Olympic Trials Marathon",2016,FALSE
"STANLEY BIWOTT","STANLEY BIWOTT","New York City Marathon",2015,FALSE
"GEOFFERY KAMWOROR","GEOFFERY KAMWOROR","New York City Marathon",2015,FALSE
"LELISA DESISA","LELISA DESISA","New York City Marathon",2015,FALSE
"WILSON KIPSANG","WILSON KIPSANG","New York City Marathon",2015,FALSE
"YEMANE ADHANE TSEGAY","YEMANE TSEGAY","New York City Marathon",2015,FALSE
"YUKI KAWAUCHI","YUKI KAWAUCHI","New York City Marathon",2015,FALSE
"MEB KEFLEZIGHI","MEB KEFLEZIGHI","New York City Marathon",2015,FALSE
"CRAIG LEON","CRAIG LEON","New York City Marathon",2015,FALSE
"BIRHANU DARE KEMAL","BIRHANU DARE KEMAL","New York City Marathon",2015,FALSE
"KEVIN CHELIMO","KEVIN CHELIMO","New York City Marathon",2015,FALSE
"ANDREA LALLI","ANDREA LALLI","New York City Marathon",2015,FALSE
"JUAN LUIS BARRIOS","JUAN LUIS BARRIOS","New York City Marathon",2015,FALSE
"DIRIBA DEGEFA YIGEZU","DIRIBA DEGEFA YIGEZU","New York City Marathon",2015,FALSE
"NEGASH ABEBE DUKI","NEGASH ABEBE DUKI","New York City Marathon",2015,FALSE
"TIMOTHY CHICHESTER","TIMOTHY CHICHESTER","New York City Marathon",2015,FALSE
"NICHOLAS ARCINIAGA","NICHOLAS ARCINIAGA","New York City Marathon",2015,FALSE
"KHALID EN GUADY","KHALID EN GUADY","New York City Marathon",2015,FALSE
"CARMINE BUCCILLI","CARMINE BUCCILLI","New York City Marathon",2015,FALSE
"GHIRMAY GHEBRESLASSIE","GHIRMAY GHEBRESLASSIE","New York City Marathon",2016,FALSE
"LUCAS ROTICH","LUCAS ROTICH","New York City Marathon",2016,FALSE
"ABDI ABDIRAHMAN","ABDI ABDIRAHMAN","New York City Marathon",2016,FALSE
"HIROYUKI YAMAMOTO","HIROYUKI YAMAMOTO","New York City Marathon",2016,FALSE
"SHADRACK BIWOTT","SHADRACK BIWOTT","New York City Marathon",2016,FALSE
"TADESSE YAE DABI","TADESSE YAE DABI","New York City Marathon",2016,FALSE
"MOSES KIPSIRO","MOSES KIPSIRO","New York City Marathon",2016,FALSE
"TYLER PENNEL","TYLER PENNEL","New York City Marathon",2016,FALSE
"BENJAMIN PAYNE","BEN PAYNE","New York City Marathon",2016,FALSE
"PATRICK SMYTH","PATRICK SMYTH","New York City Marathon",2016,FALSE
"CRAIG LEON","CRAIG LEON","New York City Marathon",2016,FALSE
"MUSA BABO IDO","MUSA BABO IDO","New York City Marathon",2016,FALSE
"CHRISTO LANDRY","CHRISTO LANDRY","New York City Marathon",2016,FALSE
"BRENDAN MARTIN","BRENDAN MARTIN","New York City Marathon",2016,FALSE
"SENBETO GENETI GUTETA","SENBETO GENETI GUTETA","New York City Marathon",2016,FALSE
"MARIANO MASTROMARINO","MARIANO MASTROMARINO","New York City Marathon",2016,FALSE
"MATT LLANO","MATTHEW LLANO","New York City Marathon",2016,FALSE
"WERKUNEH SEYOUM ABOYE","WERKUNEH SEYOUM ABOYE","New York City Marathon",2016,FALSE
"TIMOTHY RITCHIE","TIM RITCHIE","New York City Marathon",2016,FALSE
"HARBERT OKUTI","HARBERT OKUTI","New York City Marathon",2016,FALSE
"JESPER FAURSCHOU","JESPER FAURSCHOU","New York City Marathon",2016,FALSE
"GIOVANNI GUALDI","GIOVANNI GUALDI","New York City Marathon",2016,FALSE
"SULEMAN ABRAR SHIFA","SULEMAN ABRAR SHIFA","New York City Marathon",2016,FALSE
"MICHAEL CASSIDY","MICHAEL CASSIDY","New York City Marathon",2016,FALSE
"MATT HENSLEY","MATT HENSLEY","New York City Marathon",2016,FALSE
"MICHAEL WARDIAN","MICHAEL WARDIAN","New York City Marathon",2016,FALSE
"ROB WATSON","ROB WATSON","New York City Marathon",2016,FALSE
"GEOFFERY KAMWOROR","GEOFFREY KAMWOROR","New York City Marathon",2017,FALSE
"WILSON KIPSANG","WILSON KIPSANG","New York City Marathon",2017,FALSE
"LELISA DESISA","LELISA DESISA","New York City Marathon",2017,FALSE
"LEMI BERHANU HAYLE","LEMI BERHANU","New York City Marathon",2017,FALSE
"ABDI ABDIRAHMAN","ABDI ABDIRAHMAN","New York City Marathon",2017,TRUE
"FIKADU GIRMA TETERI","FIKADU GIRMA TEFERI","New York City Marathon",2017,FALSE
"SHADRACK BIWOTT","SHADRACK BIWOTT","New York City Marathon",2017,FALSE
"MEB KEFLEZIGHI","MEB KEFLEZIGHI","New York City Marathon",2017,FALSE
"JARED WARD","JARED WARD","New York City Marathon",2017,FALSE
"SENBETO GENETI GUTETA","SENBETO GENETI GUTETA","New York City Marathon",2017,FALSE
"BIRHANU DARE KEMAL","BIRHANU DARE KEMAL","New York City Marathon",2017,FALSE
"BRENDAN MARTIN","BRENDAN MARTIN","New York City Marathon",2017,FALSE
"HARBERT OKUTI","HARBERT OKUTI","New York City Marathon",2017,FALSE
